日期,代码,类型,触发价,后1日%,后3日%,后5日%,后10日%
2018-06-28,603667,2-极致缩量(精选),8.59,1.16,3.73,0.93,10.0
2022-10-12,002171,0-点火启动(精选),8.15,-0.86,6.38,6.38,10.0
2022-10-13,002171,2-极致缩量(精选),8.08,2.72,10.0,10.0,10.0
2022-11-04,002171,0-点火启动(精选),7.19,1.53,0.83,0.28,-1.81
2011-10-12,002570,0-点火启动(精选),10.49,3.15,0.29,-5.0,-5.0
2011-10-25,002570,0-点火启动(精选),9.15,0.33,5.36,5.9,10.0
2014-05-22,002570,0-点火启动(精选),12.94,0.39,4.71,3.32,1.62
2020-11-30,002570,2-极致缩量(精选),5.91,0.0,-0.34,-0.17,-5.0
2024-02-06,605099,0-点火启动(精选),15.97,1.57,6.32,10.0,10.0
2025-04-10,605099,1-共振金叉(精选),17.5,0.29,2.51,0.97,4.63
2025-04-11,605099,2-极致缩量(精选),17.55,4.62,1.2,1.31,4.62
2011-06-01,002295,2-极致缩量(精选),10.16,-5.0,-5.0,-5.0,-5.0
2018-02-13,002295,0-点火启动(精选),8.41,0.0,1.78,4.16,6.42
2018-06-25,002295,1-共振金叉(精选),6.28,1.11,0.96,3.03,0.8
2018-06-26,002295,0-点火启动(精选),6.35,-0.16,2.52,2.99,-5.0
2024-02-08,603755,1-共振金叉(精选),16.49,10.0,10.0,10.0,10.0
2020-10-22,603927,0-点火启动(精选),18.25,-1.7,-2.58,1.21,4.38
2010-07-07,002096,0-点火启动(精选),9.45,-1.59,2.75,1.16,2.65
2012-10-31,002096,2-极致缩量(精选),9.22,10.0,10.0,10.0,10.0
2016-01-15,002096,1-共振金叉(精选),17.52,-5.0,-5.0,-5.0,-5.0
2016-05-23,002096,0-点火启动(精选),14.6,-0.96,-5.0,-5.0,-5.0
2024-07-26,002096,1-共振金叉(精选),9.98,-1.9,3.71,1.7,10.0
2018-06-26,002224,0-点火启动(精选),5.68,0.35,1.76,2.64,-5.0
2011-05-03,002322,2-极致缩量(精选),8.22,-5.0,-5.0,-5.0,-5.0
2011-10-25,002322,0-点火启动(精选),5.78,0.52,5.02,10.0,10.0
2014-05-05,002322,0-点火启动(精选),5.27,2.09,0.95,4.55,-1.33
2011-12-20,002563,2-极致缩量(精选),5.63,-3.55,-5.0,-5.0,-5.0
2020-02-10,002563,0-点火启动(精选),5.72,3.32,-1.4,1.92,10.0
2021-09-23,002563,1-共振金叉(精选),6.51,-3.07,-5.0,-5.0,-5.0
2010-07-06,600281,0-点火启动(精选),6.36,1.42,2.83,2.67,8.49
2011-10-12,600281,0-点火启动(精选),8.23,-0.12,1.82,0.0,-5.0
2022-04-14,002351,2-极致缩量(精选),7.46,-1.21,0.0,-3.22,-5.0
2021-03-11,603338,1-共振金叉(精选),90.12,3.89,-1.36,6.64,10.0
2021-05-18,603338,1-共振金叉(精选),62.0,-0.24,-0.94,0.02,-2.92
2022-08-30,603338,0-点火启动(精选),36.72,0.0,-3.08,-2.12,3.43
2022-07-18,601208,0-点火启动(精选),10.45,1.15,10.0,10.0,10.0
2018-05-04,002074,1-共振金叉(精选),16.46,4.98,6.26,10.0,10.0
2019-05-13,002074,2-极致缩量(精选),13.28,0.08,2.18,-5.0,-5.0
2022-03-11,002074,2-极致缩量(精选),35.3,-3.0,-5.0,-5.0,-5.0
2018-06-25,002491,0-点火启动(精选),10.46,2.01,1.82,4.02,-5.0
2020-02-07,002491,0-点火启动(精选),5.48,0.73,1.28,-0.18,10.0
2020-02-10,002491,2-极致缩量(精选),5.52,-0.36,-1.09,3.62,10.0
2017-01-20,601677,0-点火启动(精选),8.46,10.0,10.0,10.0,10.0
2021-01-04,603676,2-极致缩量(精选),7.82,-2.3,-5.0,-5.0,-5.0
2011-10-12,000629,0-点火启动(精选),5.37,0.93,-3.72,-5.0,-5.0
2023-10-25,605123,1-共振金叉(精选),80.01,0.25,3.97,0.22,0.87
2019-05-10,603877,0-点火启动(精选),12.78,-1.17,-1.02,-5.0,-5.0
2023-11-03,603877,0-点火启动(精选),14.65,3.07,3.34,2.39,3.89
2016-12-16,002514,1-共振金叉(精选),8.89,0.56,5.17,2.36,4.5
2016-12-19,002514,2-极致缩量(精选),8.94,5.48,4.25,1.12,4.03
2017-01-20,002514,0-点火启动(精选),8.25,2.79,10.0,10.0,10.0
2018-03-29,002514,2-极致缩量(精选),6.03,1.49,0.0,3.15,0.33
2004-04-27,000927,2-极致缩量(精选),7.77,-1.42,-5.0,-5.0,-5.0
2004-05-21,000927,2-极致缩量(精选),6.86,-1.9,-3.21,-2.04,-5.0
2004-06-11,000927,1-共振金叉(精选),6.07,-5.0,-5.0,-5.0,-5.0
2011-10-25,000927,0-点火启动(精选),6.67,1.5,4.05,3.3,2.1
2022-04-14,603929,2-极致缩量(精选),7.09,-3.1,-5.0,-5.0,-5.0
2022-04-29,002553,0-点火启动(精选),7.0,0.43,-2.0,0.43,7.14
1999-10-14,600718,0-点火启动(精选),6.17,2.76,-5.0,-5.0,-5.0
2008-03-20,600718,1-共振金叉(精选),13.29,-3.24,-5.0,-5.0,-5.0
2011-06-22,600718,0-点火启动(精选),9.72,1.75,6.48,5.76,10.0
2017-05-31,600718,2-极致缩量(精选),14.08,-5.0,-5.0,-5.0,-5.0
2018-02-09,600718,0-点火启动(精选),11.28,2.57,3.28,3.19,10.0
2018-10-17,600718,0-点火启动(精选),9.27,-2.05,7.98,3.13,1.73
2022-04-29,600718,0-点火启动(精选),8.92,-3.14,-5.0,-5.0,-5.0
2025-01-09,600718,2-极致缩量(精选),8.73,-1.49,4.58,4.12,10.0
2017-05-26,603158,0-点火启动(精选),9.78,0.72,0.72,1.02,0.92
2017-07-21,603158,2-极致缩量(精选),8.78,0.46,-0.46,0.57,2.28
2020-04-02,603158,1-共振金叉(精选),8.5,-2.82,1.06,-5.0,-5.0
2020-11-18,603158,2-极致缩量(精选),9.08,-2.09,5.95,10.0,10.0
2014-01-16,600545,0-点火启动(精选),5.15,-2.91,-0.78,2.33,2.91
2016-01-14,600545,1-共振金叉(精选),7.95,-5.0,-5.0,-5.0,-5.0
2018-09-04,603458,1-共振金叉(精选),13.04,-2.68,-3.68,-5.0,-5.0
2020-02-06,000796,1-共振金叉(精选),6.59,5.16,10.0,10.0,10.0
2020-04-02,000796,1-共振金叉(精选),6.28,3.34,10.0,10.0,10.0
2021-01-15,603527,0-点火启动(精选),6.39,1.25,4.38,4.23,9.08
2020-12-15,603819,0-点火启动(精选),11.19,-5.0,-5.0,-5.0,-5.0
2024-09-11,603819,1-共振金叉(精选),7.93,3.03,-2.65,-1.39,10.0
2011-12-30,600538,1-共振金叉(精选),5.11,-1.17,-5.0,-5.0,-5.0
2012-01-04,600538,2-极致缩量(精选),5.05,-2.57,-5.0,-5.0,-5.0
2017-07-21,600538,0-点火启动(精选),6.08,-0.99,-1.48,1.15,1.97
2017-07-24,600538,0-点火启动(精选),6.02,-0.17,3.16,1.33,2.99
2014-12-26,002149,0-点火启动(精选),7.11,-4.78,-5.0,-5.0,-5.0
2017-12-27,002149,0-点火启动(精选),7.93,5.67,5.17,6.56,3.91
2018-06-28,002149,0-点火启动(精选),5.79,2.76,2.76,-5.0,-5.0
2011-05-03,002380,1-共振金叉(精选),11.31,-5.0,-5.0,-5.0,-5.0
2014-12-26,002380,0-点火启动(精选),11.22,-2.76,-5.0,-5.0,-5.0
2017-01-20,002380,0-点火启动(精选),24.19,0.95,0.58,0.99,3.35
2017-05-31,002380,0-点火启动(精选),16.17,-2.78,0.49,3.96,-5.0
2018-06-26,002380,0-点火启动(精选),11.82,-1.61,3.38,4.91,3.05
2016-02-01,603288,1-共振金叉(精选),7.89,4.56,4.94,1.77,10.0
2021-09-06,603288,0-点火启动(精选),66.77,-2.02,-2.29,-3.47,-5.0
2023-06-12,603288,0-点火启动(精选),47.64,1.24,3.48,2.08,-3.04
2017-04-28,002549,2-极致缩量(精选),7.1,0.56,0.99,1.55,-5.0
2017-05-02,002549,0-点火启动(精选),7.14,0.14,2.24,2.24,-5.0
2022-12-29,002549,2-极致缩量(精选),15.52,-2.64,1.74,1.93,1.03
2024-01-12,002549,2-极致缩量(精选),8.91,-0.56,-3.93,-5.0,-5.0
2024-02-07,605599,1-共振金叉(精选),10.16,8.07,10.0,10.0,10.0
2017-07-21,603060,2-极致缩量(精选),5.61,0.71,-0.18,1.25,3.39
2001-11-22,600874,1-共振金叉(精选),7.69,-3.38,-5.0,-5.0,-5.0
2007-10-30,600874,0-点火启动(精选),6.87,4.37,-5.0,-5.0,-5.0
2018-06-25,600874,2-极致缩量(精选),8.15,1.23,-0.86,0.74,-5.0
2018-06-26,600874,2-极致缩量(精选),8.25,-0.85,1.58,3.39,-5.0
2010-05-13,600123,0-点火启动(精选),7.87,-1.78,-5.0,-5.0,-5.0
2010-07-06,600123,0-点火启动(精选),5.59,0.72,10.0,10.0,10.0
2013-06-28,600123,0-点火启动(精选),6.1,-5.0,-5.0,-5.0,-5.0
2016-12-16,600248,2-极致缩量(精选),6.11,0.33,4.91,2.78,3.76
2016-12-19,600248,0-点火启动(精选),6.13,1.47,3.26,2.12,6.04
2017-04-28,600248,2-极致缩量(精选),5.63,-1.78,-1.78,-5.0,-5.0
2008-03-21,600316,1-共振金叉(精选),16.46,-5.0,-5.0,-5.0,-5.0
2008-08-15,600316,2-极致缩量(精选),7.41,-5.0,-5.0,-5.0,-5.0
2010-12-31,600316,0-点火启动(精选),26.23,3.96,5.22,-0.76,-5.0
2011-10-12,600316,0-点火启动(精选),21.61,1.11,4.03,1.71,-5.0
2011-12-07,600316,1-共振金叉(精选),18.64,-0.8,-3.7,-5.0,-5.0
2018-02-13,600316,0-点火启动(精选),10.37,1.06,3.57,10.0,10.0
2018-06-05,600316,0-点火启动(精选),10.31,0.0,-5.0,-5.0,-5.0
2017-05-26,600105,2-极致缩量(精选),5.68,0.18,-1.76,0.7,1.94
2007-11-08,000837,0-点火启动(精选),9.37,-5.0,-5.0,-5.0,-5.0
2012-09-03,000837,0-点火启动(精选),5.45,0.0,2.02,10.0,10.0
2001-11-13,600722,2-极致缩量(精选),7.21,0.0,2.36,6.93,10.0
2001-11-14,600722,2-极致缩量(精选),7.21,0.69,3.47,6.8,10.0
2002-11-27,600722,0-点火启动(精选),6.12,1.63,0.98,1.96,-0.65
2017-11-08,600722,0-点火启动(精选),8.39,0.12,0.6,-1.79,-5.0
2017-11-09,600722,1-共振金叉(精选),8.4,-1.55,0.36,-4.17,-5.0
2024-08-30,603878,0-点火启动(精选),5.11,-2.94,-3.13,-5.0,-5.0
2020-02-07,002318,2-极致缩量(精选),5.16,7.75,10.0,10.0,10.0
2021-05-17,002318,0-点火启动(精选),9.23,3.47,2.06,4.55,6.28
2016-01-18,002626,1-共振金叉(精选),9.21,10.0,10.0,10.0,-5.0
2017-01-20,002626,2-极致缩量(精选),9.11,10.0,10.0,10.0,10.0
2017-11-27,600371,2-极致缩量(精选),6.97,0.86,2.15,-0.57,2.44
2024-02-08,600371,0-点火启动(精选),7.59,2.37,2.5,10.0,10.0
2010-07-05,600765,1-共振金叉(精选),6.65,5.71,10.0,10.0,10.0
2011-09-08,600765,0-点火启动(精选),7.56,-0.93,-5.0,-5.0,-5.0
2011-09-09,600765,2-极致缩量(精选),7.49,-3.07,-5.0,-5.0,-5.0
2011-10-12,600765,0-点火启动(精选),6.37,2.35,6.44,0.0,-5.0
2013-11-01,600765,0-点火启动(精选),8.12,0.49,0.62,-1.97,-5.0
2016-01-14,600765,0-点火启动(精选),9.95,1.71,10.0,10.0,-5.0
2018-02-13,600765,0-点火启动(精选),5.95,0.5,3.36,10.0,10.0
2021-03-12,600765,0-点火启动(精选),10.78,10.0,10.0,10.0,10.0
2017-11-27,002233,0-点火启动(精选),6.97,6.6,10.0,10.0,10.0
2018-02-13,002233,0-点火启动(精选),6.16,0.65,10.0,10.0,10.0
2019-08-16,002233,2-极致缩量(精选),6.54,4.59,6.12,10.0,10.0
2001-08-09,600217,1-共振金叉(精选),8.66,0.35,4.97,6.0,2.31
2001-09-13,600217,1-共振金叉(精选),7.36,-2.04,-5.0,-5.0,-5.0
2017-04-28,600217,1-共振金叉(精选),7.45,0.27,2.68,-2.28,-5.0
2017-05-02,600217,2-极致缩量(精选),7.47,2.68,-2.28,-1.61,-5.0
2017-06-29,600217,0-点火启动(精选),6.39,-0.78,1.41,0.16,-0.47
2017-08-14,002803,0-点火启动(精选),9.38,0.21,0.43,5.54,7.36
2018-06-25,002803,0-点火启动(精选),8.93,1.68,10.0,10.0,10.0
2011-08-11,601788,0-点火启动(精选),8.72,-1.15,-1.49,-2.75,-5.0
2012-08-21,601788,0-点火启动(精选),8.54,-0.23,-0.12,-5.0,-5.0
2013-06-28,601788,0-点火启动(精选),7.78,-0.51,-5.0,-5.0,-5.0
2014-01-15,601788,2-极致缩量(精选),5.53,1.27,-0.36,4.52,3.62
2016-01-14,601788,0-点火启动(精选),15.83,-5.0,-5.0,-5.0,-5.0
2018-10-17,601788,0-点火启动(精选),6.85,-1.75,10.0,10.0,10.0
2015-07-09,600007,1-共振金叉(精选),6.24,10.0,10.0,10.0,10.0
2016-01-15,600007,1-共振金叉(精选),8.44,0.0,0.59,-5.0,-5.0
2016-01-18,600007,2-极致缩量(精选),8.44,3.91,-5.0,-5.0,-5.0
2016-11-09,600007,0-点火启动(精选),13.61,0.37,0.59,5.22,10.0
2017-05-26,600884,2-极致缩量(精选),8.21,1.22,-5.0,-5.0,-5.0
2017-05-31,600884,0-点火启动(精选),8.31,-5.0,-5.0,-5.0,-5.0
2019-06-11,600884,0-点火启动(精选),6.06,-0.5,-0.99,1.16,5.45
2021-04-16,600884,2-极致缩量(精选),12.49,10.0,10.0,10.0,10.0
2022-10-12,600884,1-共振金叉(精选),20.45,-0.68,1.03,2.0,-5.0
2017-05-31,002116,2-极致缩量(精选),10.09,-3.07,-0.4,3.37,1.88
2018-02-12,002116,1-共振金叉(精选),6.7,0.0,1.04,4.48,10.0
2018-06-26,002116,1-共振金叉(精选),5.6,6.61,10.0,10.0,10.0
2022-08-08,002116,0-点火启动(精选),7.53,1.73,2.79,5.18,7.17
2010-05-19,600251,0-点火启动(精选),6.92,-4.62,-5.0,-5.0,-5.0
2018-11-13,603909,0-点火启动(精选),9.08,1.43,3.96,1.54,0.99
2011-10-26,002454,0-点火启动(精选),5.5,0.73,4.55,5.27,10.0
2018-05-08,002454,0-点火启动(精选),5.92,0.51,3.21,2.87,3.89
2025-04-11,002454,2-极致缩量(精选),5.7,3.51,2.63,3.16,10.0
2018-10-18,603042,0-点火启动(精选),13.38,-5.0,-5.0,-5.0,-5.0
2021-02-10,603042,0-点火启动(精选),11.24,3.83,10.0,10.0,10.0
2022-04-29,603042,0-点火启动(精选),8.92,-0.34,0.78,-0.34,3.59
2021-07-30,600380,1-共振金叉(精选),11.07,1.36,4.52,2.71,2.98
2018-06-25,603041,0-点火启动(精选),10.94,1.37,0.0,1.55,1.46
2018-08-27,603041,0-点火启动(精选),9.91,0.61,-2.32,-5.0,-5.0
2021-11-01,600143,1-共振金叉(精选),11.27,-1.15,2.13,2.93,6.65
2021-11-02,600143,2-极致缩量(精选),11.14,2.78,4.58,7.9,10.0
2024-02-05,600143,0-点火启动(精选),6.01,7.15,10.0,10.0,10.0
2020-12-31,603822,0-点火启动(精选),18.14,-0.99,-4.13,-5.0,-5.0
2021-01-04,603822,1-共振金叉(精选),17.96,-1.06,-5.0,-5.0,-5.0
2021-02-09,603822,0-点火启动(精选),15.52,4.19,10.0,10.0,10.0
2023-05-11,603822,0-点火启动(精选),29.88,0.07,3.51,6.43,10.0
2023-05-12,603822,0-点火启动(精选),29.9,1.51,6.92,5.89,10.0
2024-02-08,603822,1-共振金叉(精选),17.64,9.98,10.0,10.0,10.0
2016-12-19,601021,0-点火启动(精选),34.98,-1.09,-0.06,-3.14,-5.0
2021-02-10,601869,0-点火启动(精选),20.28,2.71,6.76,6.07,10.0
2022-11-15,601869,2-极致缩量(精选),34.54,-0.32,-1.68,-1.13,-5.0
2022-11-16,601869,1-共振金叉(精选),34.43,-0.52,0.09,0.41,-3.14
2010-02-04,000737,1-共振金叉(精选),5.13,-2.53,-0.58,-0.97,4.48
2018-08-22,603816,2-极致缩量(精选),22.63,-5.0,-5.0,-5.0,-5.0
2018-08-23,603816,0-点火启动(精选),22.45,-5.0,-5.0,-5.0,-5.0
2018-10-17,603816,0-点火启动(精选),15.68,0.38,10.0,10.0,10.0
2021-09-28,603816,1-共振金叉(精选),42.15,-5.0,-5.0,-5.0,-5.0
2008-03-24,600810,0-点火启动(精选),5.61,4.1,-5.0,-5.0,-5.0
2019-01-03,600810,0-点火启动(精选),5.79,2.59,1.38,2.59,-0.35
2019-08-12,600810,1-共振金叉(精选),6.19,-2.1,-5.0,-5.0,-5.0
2023-11-13,603196,0-点火启动(精选),14.34,-0.14,0.0,2.3,-5.0
2024-02-19,603196,1-共振金叉(精选),8.54,5.04,10.0,10.0,10.0
2017-05-26,603701,0-点火启动(精选),9.8,-0.2,-5.0,-5.0,-5.0
2017-05-31,603701,0-点火启动(精选),9.78,-5.0,-5.0,-5.0,-5.0
2017-11-30,603701,1-共振金叉(精选),8.24,0.73,-5.0,-5.0,-5.0
2022-05-05,603701,2-极致缩量(精选),7.63,-1.83,0.79,2.23,6.68
2023-04-27,603701,1-共振金叉(精选),11.73,4.26,2.81,1.53,5.63
2018-07-09,601933,1-共振金叉(精选),6.96,0.43,5.03,4.74,5.75
2021-05-11,601933,1-共振金叉(精选),5.44,-0.18,1.29,0.18,3.12
2021-05-12,601933,2-极致缩量(精选),5.43,0.37,0.18,0.0,4.97
2022-11-02,002714,1-共振金叉(精选),45.21,-1.44,2.99,-0.33,0.22
2022-02-10,603683,1-共振金叉(精选),9.52,-4.1,-5.0,-5.0,-5.0
2024-07-18,603786,0-点火启动(精选),54.15,-0.92,-5.0,-5.0,-5.0
2024-07-19,603786,2-极致缩量(精选),53.65,-2.11,-5.0,-5.0,-5.0
2017-05-31,000514,0-点火启动(精选),7.11,-3.23,-0.84,1.69,3.52
2021-02-01,603579,1-共振金叉(精选),18.37,-1.09,-2.83,2.67,10.0
2017-01-20,002381,0-点火启动(精选),8.31,2.29,6.5,6.14,10.0
2017-05-17,600751,0-点火启动(精选),6.57,0.76,-0.3,-5.0,-5.0
2011-06-01,002284,0-点火启动(精选),5.04,-2.58,-0.4,-1.79,-5.0
2017-01-20,002284,0-点火启动(精选),12.73,0.31,-0.39,0.16,10.0
2018-06-26,002284,2-极致缩量(精选),5.46,-0.37,1.65,2.01,2.01
2010-07-06,600505,0-点火启动(精选),7.75,0.13,0.0,4.39,8.0
2020-02-10,600505,2-极致缩量(精选),7.75,1.29,0.13,10.0,10.0
2021-02-10,600505,0-点火启动(精选),5.12,7.23,10.0,10.0,10.0
2020-10-29,603033,0-点火启动(精选),9.34,-3.21,-5.0,-5.0,-5.0
2022-09-07,603033,0-点火启动(精选),13.73,-2.18,0.07,-3.64,-5.0
2001-08-09,600088,2-极致缩量(精选),9.53,3.04,-0.1,-1.05,-5.0
2001-10-15,600088,2-极致缩量(精选),7.26,-2.75,-5.0,-5.0,-5.0
2016-01-14,600088,0-点火启动(精选),17.45,-5.0,-5.0,-5.0,-5.0
2011-01-27,000762,0-点火启动(精选),18.3,0.98,4.15,3.11,10.0
2011-10-12,000762,0-点火启动(精选),16.0,2.19,2.31,-1.88,-5.0
2011-10-13,000762,0-点火启动(精选),16.35,0.49,-4.46,-5.0,-5.0
2016-09-30,000762,2-极致缩量(精选),17.52,2.23,2.0,1.31,7.02
2016-01-20,002616,0-点火启动(精选),7.92,-5.0,-5.0,-5.0,-5.0
2020-10-27,002616,2-极致缩量(精选),8.72,0.11,-3.33,-5.0,-5.0
2020-10-28,002616,2-极致缩量(精选),8.73,0.11,-5.0,-5.0,-5.0
2021-09-06,002616,2-极致缩量(精选),5.51,0.36,3.45,6.17,10.0
2021-09-07,002616,1-共振金叉(精选),5.53,3.25,2.35,3.25,10.0
2010-07-05,002072,0-点火启动(精选),5.42,2.21,1.11,4.98,2.03
2024-01-25,002072,1-共振金叉(精选),5.49,4.01,-5.0,-5.0,-5.0
2008-08-20,000063,0-点火启动(精选),9.21,-5.0,-5.0,-5.0,-5.0
2011-08-17,000063,2-极致缩量(精选),12.28,-2.12,-5.0,-5.0,-5.0
2012-07-20,000063,2-极致缩量(精选),6.56,1.98,-0.3,2.59,-0.15
2012-07-23,000063,1-共振金叉(精选),6.69,0.3,-1.2,-0.6,-1.79
2012-08-31,000063,1-共振金叉(精选),5.43,-1.1,-5.0,-5.0,-5.0
2012-09-03,000063,2-极致缩量(精选),5.37,-4.1,-5.0,-5.0,-5.0
2020-09-16,000063,2-极致缩量(精选),31.43,-0.8,3.4,1.24,-1.69
2012-11-22,600858,0-点火启动(精选),8.22,0.12,-5.0,-5.0,-5.0
2012-11-23,600858,2-极致缩量(精选),8.23,-2.92,-5.0,-5.0,-5.0
2013-08-01,600858,0-点火启动(精选),6.46,-0.77,2.17,-0.15,4.02
2013-08-02,600858,0-点火启动(精选),6.41,1.87,1.4,2.18,4.52
2015-08-28,002500,0-点火启动(精选),8.33,-5.0,-5.0,-5.0,-5.0
2017-01-23,002500,2-极致缩量(精选),8.86,-1.13,-0.79,-0.34,3.72
2011-06-01,002297,1-共振金叉(精选),11.38,2.2,2.2,0.26,-0.53
2018-06-25,002297,2-极致缩量(精选),5.8,3.79,1.72,3.28,10.0
2022-03-11,002946,1-共振金叉(精选),12.06,-1.82,-5.0,-5.0,-5.0
2022-03-14,002946,0-点火启动(精选),11.84,-5.0,-5.0,-5.0,-5.0
2017-05-24,601800,1-共振金叉(精选),12.97,1.62,4.39,4.09,8.64
2022-08-05,601800,1-共振金叉(精选),7.05,-0.71,-2.84,0.14,0.0
2022-08-08,601800,2-极致缩量(精选),7.0,-1.0,0.0,1.57,3.0
2023-10-25,601800,0-点火启动(精选),7.48,0.53,1.2,0.13,-0.67
2024-04-23,603991,1-共振金叉(精选),27.8,0.68,5.58,10.0,-5.0
2022-04-29,601858,1-共振金叉(精选),6.18,0.32,0.49,0.49,10.0
2025-01-08,601858,0-点火启动(精选),18.92,0.16,-5.0,-5.0,-5.0
2025-01-09,601858,2-极致缩量(精选),18.95,-3.27,-5.0,-5.0,-5.0
2021-07-30,600966,0-点火启动(精选),9.96,4.92,4.72,2.81,10.0
2022-04-28,600966,0-点火启动(精选),6.71,0.75,-1.49,10.0,10.0
2011-06-01,000925,1-共振金叉(精选),12.83,-5.0,-5.0,-5.0,-5.0
2018-06-14,000925,0-点火启动(精选),7.19,-2.36,-5.0,-5.0,-5.0
2015-08-28,601113,0-点火启动(精选),6.13,-5.0,-5.0,-5.0,-5.0
2018-07-02,601113,0-点火启动(精选),6.9,2.32,-3.19,-5.0,-5.0
2018-07-03,601113,1-共振金叉(精选),7.06,-5.0,-5.0,-5.0,-5.0
2024-07-12,603151,1-共振金叉(精选),9.92,0.5,0.3,0.6,-5.0
2017-05-02,002137,0-点火启动(精选),9.48,10.0,10.0,10.0,10.0
2018-10-17,002729,0-点火启动(精选),6.37,-1.1,10.0,10.0,10.0
2023-01-05,002729,1-共振金叉(精选),25.42,-1.14,-1.26,-1.97,4.25
2018-08-09,002019,0-点火启动(精选),12.76,2.74,3.61,0.08,0.24
2021-07-30,002019,0-点火启动(精选),13.44,0.67,10.0,10.0,10.0
2022-04-28,002019,2-极致缩量(精选),11.46,1.48,4.28,8.99,10.0
2024-01-25,002019,1-共振金叉(精选),12.42,-1.85,-5.0,-5.0,-5.0
2024-02-06,002019,1-共振金叉(精选),10.06,10.0,10.0,10.0,10.0
2017-07-21,603887,0-点火启动(精选),12.28,1.06,0.65,2.04,0.08
2017-11-30,603887,1-共振金叉(精选),10.85,0.46,-5.0,-5.0,-5.0
2018-06-25,603887,0-点火启动(精选),9.23,-0.22,-3.25,-1.08,-5.0
2020-11-19,603887,1-共振金叉(精选),17.23,1.04,1.92,-1.8,-5.0
2021-01-14,603887,0-点火启动(精选),13.0,10.0,10.0,10.0,10.0
2021-02-10,603887,1-共振金叉(精选),11.75,4.09,10.0,10.0,10.0
2011-10-12,002046,0-点火启动(精选),6.16,1.62,0.97,-0.65,-5.0
2018-06-27,002046,0-点火启动(精选),5.93,-1.52,-0.67,1.18,-5.0
2020-02-07,002046,1-共振金叉(精选),5.0,6.0,5.0,2.4,10.0
2022-01-18,002046,0-点火启动(精选),12.81,-1.72,-5.0,-5.0,-5.0
2022-04-27,002046,0-点火启动(精选),8.37,-0.36,10.0,10.0,10.0
2022-04-28,002046,2-极致缩量(精选),8.34,3.6,10.0,10.0,10.0
1999-11-17,000886,0-点火启动(精选),7.07,2.97,-1.27,-1.7,-5.0
2020-12-30,002252,2-极致缩量(精选),7.06,2.27,2.41,1.56,0.71
2018-08-27,002217,0-点火启动(精选),6.28,-2.39,-3.66,-5.0,-5.0
2016-01-14,600491,1-共振金叉(精选),6.76,-5.0,-5.0,-5.0,-5.0
2016-12-16,600491,1-共振金叉(精选),10.34,-1.93,0.19,-2.03,10.0
2018-06-05,600491,0-点火启动(精选),7.6,-0.13,-5.0,-5.0,-5.0
2018-06-06,600491,2-极致缩量(精选),7.59,-1.45,-5.0,-5.0,-5.0
2020-11-20,600491,2-极致缩量(精选),6.12,-0.33,-0.49,-5.0,-5.0
2020-11-05,603839,0-点火启动(精选),8.71,-1.26,1.38,0.8,10.0
2018-10-19,601799,0-点火启动(精选),34.63,2.77,-0.14,-5.0,-5.0
2022-02-28,601799,2-极致缩量(精选),149.2,0.64,-5.0,-5.0,-5.0
2016-03-17,002664,0-点火启动(精选),20.65,5.33,10.0,10.0,10.0
2021-01-15,002664,2-极致缩量(精选),12.92,0.54,1.78,-2.17,-5.0
2021-02-10,002664,2-极致缩量(精选),11.55,2.34,10.0,10.0,10.0
2022-09-06,002664,0-点火启动(精选),14.31,1.82,0.0,-2.17,-5.0
2024-05-30,002664,2-极致缩量(精选),12.99,3.54,0.23,-5.0,-5.0
2013-07-01,600785,0-点火启动(精选),9.34,-0.64,-5.0,-5.0,-5.0
2018-07-12,600785,0-点火启动(精选),16.98,-0.88,-0.35,3.12,10.0
2018-08-21,600785,0-点火启动(精选),16.33,-0.61,1.59,3.67,6.12
2018-08-22,600785,2-极致缩量(精选),16.23,0.31,4.07,3.82,7.39
2020-11-09,600785,0-点火启动(精选),12.99,-0.15,2.0,10.0,10.0
2021-02-09,600785,0-点火启动(精选),9.5,1.89,7.37,10.0,10.0
2021-02-10,603080,0-点火启动(精选),8.13,2.95,10.0,10.0,10.0
2017-04-28,002177,2-极致缩量(精选),6.18,-0.16,-0.65,-2.91,-5.0
2017-05-02,002177,0-点火启动(精选),6.17,0.16,-2.11,-0.16,-5.0
2017-05-31,002177,2-极致缩量(精选),5.48,-4.2,-5.0,-5.0,-5.0
2018-03-28,600787,2-极致缩量(精选),8.24,0.36,4.49,10.0,10.0
2018-06-22,600787,0-点火启动(精选),7.24,-3.18,-5.0,-5.0,-5.0
2018-07-09,600787,1-共振金叉(精选),6.31,0.0,-0.32,0.16,-0.63
2019-01-04,603108,1-共振金叉(精选),6.61,1.06,10.0,10.0,10.0
2019-01-07,603108,2-极致缩量(精选),6.68,2.54,-0.45,-1.05,-1.05
2000-05-17,600861,0-点火启动(精选),7.08,1.84,7.63,10.0,10.0
2010-07-06,600861,0-点火启动(精选),6.08,0.33,2.63,10.0,10.0
2011-12-20,600861,0-点火启动(精选),5.41,-1.29,-5.0,-5.0,-5.0
2022-09-20,600861,0-点火启动(精选),14.86,2.62,-1.75,-1.48,-5.0
2024-08-27,600861,1-共振金叉(精选),12.82,0.62,4.76,2.65,4.06
2002-01-07,000593,2-极致缩量(精选),8.23,5.1,10.0,10.0,10.0
