级别,名称,代码,现价,目标位,空间,止损位,RSI6,历史胜率,说明
LV2,银座股份,600858,4.53,5.28,16.7%,4.27,29.8,51%,深度调整
LV2,湖南海利,600731,5.28,6.16,16.7%,4.98,33.3,51%,深度调整
LV2,浙江建投,002761,6.74,7.87,16.7%,6.45,21.7,51%,深度调整
LV2,永安林业,000663,5.3,6.18,16.6%,4.92,30.3,51%,深度调整
LV2,卧龙新能,600173,5.99,6.98,16.6%,5.7,17.9,51%,深度调整
LV2,江苏新能,603693,12.98,15.13,16.6%,12.08,31.2,51%,深度调整
LV2,胜利股份,000407,3.76,4.39,16.6%,3.58,20.6,51%,深度调整
LV2,内蒙新华,603230,8.89,10.36,16.5%,8.49,22.0,51%,深度调整
LV2,太钢不锈,000825,3.49,4.06,16.4%,3.29,28.6,51%,深度调整
LV2,西昌电力,600505,11.29,13.14,16.4%,10.34,30.0,51%,深度调整
LV2,悦达投资,600805,4.19,4.87,16.3%,3.93,23.2,51%,深度调整
LV2,明星电力,600101,8.19,9.52,16.2%,7.66,29.8,51%,深度调整
LV2,云鼎科技,000409,8.43,9.79,16.2%,7.94,33.3,51%,深度调整
LV2,航天信息,600271,6.76,7.85,16.1%,6.34,33.8,51%,深度调整
LV2,金陵饭店,601007,6.28,7.29,16.1%,5.94,31.9,51%,深度调整
LV2,大连重工,002204,5.37,6.23,16.0%,5.11,26.3,51%,深度调整
LV2,陆家嘴,600663,6.37,7.39,16.0%,6.07,32.9,51%,深度调整
LV2,上海临港,600848,7.6,8.81,15.9%,7.29,32.7,51%,深度调整
LV2,浙江东方,600120,4.44,5.14,15.9%,4.16,26.9,51%,深度调整
LV2,中国出版,601949,4.81,5.57,15.7%,4.53,30.3,51%,深度调整
LV2,南京公用,000421,5.1,5.9,15.7%,4.79,25.0,51%,深度调整
LV2,神力股份,603819,11.57,13.38,15.6%,10.8,28.7,51%,深度调整
LV2,四川成渝,601107,5.12,5.92,15.6%,4.75,32.9,51%,深度调整
LV2,嘉欣丝绸,002404,5.78,6.68,15.5%,5.53,13.3,51%,深度调整
LV2,武汉控股,600168,4.1,4.73,15.4%,3.89,15.8,51%,深度调整
LV2,全 聚 德,002186,8.52,9.83,15.4%,8.04,22.6,51%,深度调整
LV2,湖南天雁,600698,6.04,6.97,15.4%,5.69,28.8,51%,深度调整
LV2,杭州解百,600814,6.28,7.24,15.3%,5.96,26.1,51%,深度调整
LV2,欧亚集团,600697,9.99,11.52,15.3%,9.45,30.2,51%,深度调整
LV2,申通地铁,600834,6.72,7.75,15.3%,6.41,22.2,51%,深度调整
LV2,东软集团,600718,7.39,8.52,15.3%,7.02,22.7,51%,深度调整
LV2,登云股份,002715,13.52,15.57,15.2%,12.39,31.7,51%,深度调整
LV2,国机重装,601399,3.48,4.01,15.2%,3.26,34.9,51%,深度调整
LV2,登海种业,002041,8.08,9.31,15.2%,7.66,31.6,51%,深度调整
LV2,亚星化学,600319,6.45,7.43,15.1%,5.97,27.5,51%,深度调整
LV2,卫信康,603676,8.42,9.7,15.1%,7.83,34.5,51%,深度调整
LV2,通程控股,000419,4.66,5.36,15.0%,4.38,30.3,51%,深度调整
LV1,福成股份,600965,2.68,3.85,43.7%,2.46,37.9,49%,常规回撤
LV1,索菲亚,002572,7.63,10.54,38.1%,7.08,38.2,49%,常规回撤
LV1,西安旅游,000610,5.84,7.49,28.3%,5.22,35.1,49%,常规回撤
LV1,中国汽研,601965,12.2,15.61,27.9%,11.3,39.7,49%,常规回撤
LV1,乐山电力,600644,8.6,10.99,27.8%,7.54,38.9,49%,常规回撤
LV1,龙韵股份,603729,11.11,14.12,27.1%,10.19,35.9,49%,常规回撤
LV1,蓝帆医疗,002382,5.28,6.7,26.9%,4.91,37.2,49%,常规回撤
LV1,起帆电缆,605222,23.43,29.63,26.5%,21.64,37.0,49%,常规回撤
LV1,再升科技,603601,12.44,15.73,26.5%,11.44,36.3,49%,常规回撤
LV1,茂业商业,600828,3.68,4.63,25.7%,3.35,39.7,49%,常规回撤
LV1,众兴菌业,002772,11.98,15.03,25.5%,11.05,38.7,49%,常规回撤
LV1,长江投资,600119,4.48,5.6,25.1%,4.04,38.6,49%,常规回撤
LV1,海南矿业,601969,8.29,10.33,24.6%,7.68,35.9,49%,常规回撤
LV1,如意集团,002193,4.34,5.38,24.1%,3.86,35.3,49%,常规回撤
LV1,银河电子,002519,5.96,7.34,23.2%,5.53,36.6,49%,常规回撤
LV1,鄂尔多斯,600295,11.37,13.99,23.0%,10.31,38.4,49%,常规回撤
LV1,优彩资源,002998,6.95,8.5,22.2%,6.23,39.4,49%,常规回撤
LV1,华菱钢铁,000932,3.55,4.33,21.9%,3.28,38.3,49%,常规回撤
LV1,莎普爱思,603168,4.97,6.06,21.9%,4.56,35.4,49%,常规回撤
LV1,汉马科技,600375,3.8,4.63,21.7%,3.52,35.6,49%,常规回撤
LV1,正虹科技,000702,5.19,6.26,20.5%,4.74,35.2,49%,常规回撤
LV1,金奥博,002917,10.83,13.03,20.3%,9.91,38.0,49%,常规回撤
LV1,佛燃能源,002911,9.92,11.89,19.9%,9.25,36.8,49%,常规回撤
LV1,交建股份,603815,5.34,6.4,19.8%,5.05,39.0,49%,常规回撤
LV1,凯文教育,002659,3.92,4.69,19.8%,3.62,39.6,49%,常规回撤
LV1,北京人力,600861,12.42,14.87,19.7%,11.86,37.9,49%,常规回撤
LV1,新天药业,002873,7.65,9.14,19.5%,7.1,36.4,49%,常规回撤
LV1,石基信息,002153,7.44,8.89,19.5%,6.94,39.8,49%,常规回撤
LV1,福瑞达,600223,5.17,6.17,19.4%,4.88,39.7,49%,常规回撤
LV1,天融信,002212,5.85,6.96,18.9%,5.49,38.1,49%,常规回撤
LV1,ST证通,002197,6.06,7.2,18.8%,5.42,35.0,49%,常规回撤
LV1,长青股份,002391,5.06,6.0,18.7%,4.71,37.1,49%,常规回撤
LV1,分众传媒,002027,4.85,5.74,18.3%,4.63,37.9,49%,常规回撤
LV1,神奇制药,600613,4.63,5.47,18.2%,4.29,36.3,49%,常规回撤
LV1,东贝集团,601956,4.77,5.64,18.2%,4.47,38.2,49%,常规回撤
LV1,南宁百货,600712,4.88,5.76,18.0%,4.41,36.0,49%,常规回撤
LV1,软控股份,002073,5.3,6.25,17.9%,4.96,36.2,49%,常规回撤
LV1,上海莱士,002252,4.48,5.28,17.9%,4.19,39.4,49%,常规回撤
LV1,人民网,603000,15.45,18.16,17.5%,14.24,37.7,49%,常规回撤
LV1,常熟汽饰,603035,10.81,12.69,17.4%,10.18,37.2,49%,常规回撤
LV1,柳    工,000528,7.72,9.06,17.3%,7.37,36.9,49%,常规回撤
LV1,烽火电子,000561,7.53,8.83,17.2%,6.98,38.8,49%,常规回撤
LV1,大众公用,600635,4.42,5.16,16.8%,4.12,37.3,49%,常规回撤
LV1,塔牌集团,002233,7.22,8.43,16.8%,6.77,39.7,49%,常规回撤
LV1,广弘控股,000529,4.49,5.24,16.8%,4.15,36.4,49%,常规回撤
LV1,英特集团,000411,9.3,10.86,16.7%,8.77,38.7,49%,常规回撤
LV1,贵航股份,600523,10.9,12.68,16.4%,10.23,39.6,49%,常规回撤
LV1,一拖股份,601038,10.78,12.51,16.1%,10.33,38.7,49%,常规回撤
LV1,利君股份,002651,7.58,8.78,15.9%,7.11,38.9,49%,常规回撤
LV1,爱建集团,600643,3.94,4.56,15.8%,3.6,35.4,49%,常规回撤
LV1,海利尔,603639,10.25,11.86,15.7%,9.65,36.6,49%,常规回撤
LV1,莫高股份,600543,3.97,4.59,15.7%,3.64,38.3,49%,常规回撤
LV1,海容冷链,603187,11.69,13.51,15.6%,11.2,35.2,49%,常规回撤
LV1,天佑德酒,002646,6.55,7.55,15.2%,6.09,37.8,49%,常规回撤
LV1,金证股份,600446,11.07,12.76,15.2%,9.67,36.4,49%,常规回撤
LV1,达安基因,002030,5.21,6.0,15.2%,4.85,38.0,49%,常规回撤
LV1,炬申股份,001202,13.81,15.9,15.2%,13.07,37.4,49%,常规回撤
LV1,汉森制药,002412,5.72,6.58,15.1%,5.33,36.5,49%,常规回撤
LV1,重药控股,000950,5.1,5.87,15.1%,4.83,38.4,49%,常规回撤
LV1,双箭股份,002381,5.29,6.08,14.9%,4.98,27.9,49%,常规回撤
LV1,博闻科技,600883,7.19,8.26,14.9%,6.77,18.3,49%,常规回撤
LV1,新筑股份,002480,5.25,6.03,14.9%,4.97,30.8,49%,常规回撤
LV1,中国中铁,601390,4.25,4.88,14.9%,4.06,22.9,49%,常规回撤
LV1,山西高速,000755,4.33,4.97,14.9%,4.12,17.8,49%,常规回撤
LV1,天润乳业,600419,7.71,8.85,14.8%,7.27,33.0,49%,常规回撤
LV1,新世界,600628,5.76,6.61,14.8%,5.49,31.1,49%,常规回撤
LV1,江盐集团,601065,6.84,7.85,14.7%,6.47,22.7,49%,常规回撤
LV1,浙商中拓,000906,5.19,5.95,14.7%,4.88,30.1,49%,常规回撤
LV1,克明食品,002661,7.17,8.23,14.7%,6.59,33.8,49%,常规回撤
LV1,华升股份,600156,8.66,9.93,14.7%,7.8,36.3,49%,常规回撤
LV1,中国交建,601800,5.84,6.7,14.7%,5.56,30.5,49%,常规回撤
LV1,丰原药业,000153,5.24,6.01,14.7%,4.91,39.8,49%,常规回撤
LV1,江南化工,002226,4.64,5.32,14.6%,4.26,34.3,49%,常规回撤
LV1,人民同泰,600829,8.04,9.22,14.6%,7.5,36.2,49%,常规回撤
LV1,歌华有线,600037,6.39,7.33,14.6%,6.01,27.7,49%,常规回撤
LV1,宝莫股份,002476,4.88,5.59,14.5%,4.52,19.1,49%,常规回撤
LV1,步步高,002251,3.59,4.11,14.4%,3.25,34.5,49%,常规回撤
LV1,南网储能,600995,12.32,14.08,14.3%,11.78,28.7,49%,常规回撤
LV1,三峡水利,600116,5.69,6.51,14.3%,5.42,21.7,49%,常规回撤
LV1,红旗连锁,002697,4.29,4.9,14.2%,4.03,37.8,49%,常规回撤
LV1,外服控股,600662,4.1,4.68,14.1%,3.89,32.1,49%,常规回撤
LV1,永悦科技,603879,4.63,5.28,14.0%,4.29,35.6,49%,常规回撤
LV1,深圳燃气,601139,5.77,6.58,14.0%,5.48,31.1,49%,常规回撤
LV1,上海环境,601200,6.75,7.69,13.9%,6.46,33.3,49%,常规回撤
LV1,富安娜,002327,6.11,6.96,13.9%,5.78,30.7,49%,常规回撤
LV1,中航重机,600765,13.24,15.08,13.9%,12.49,34.6,49%,常规回撤
LV1,贵州轮胎,000589,4.14,4.71,13.8%,3.94,27.3,49%,常规回撤
LV1,中国电建,601669,4.77,5.43,13.8%,4.57,20.0,49%,常规回撤
LV1,上海电气,601727,7.01,7.97,13.7%,6.77,34.7,49%,常规回撤
LV1,奥瑞金,002701,4.4,5.0,13.7%,4.12,39.3,49%,常规回撤
LV1,广州酒家,603043,12.77,14.51,13.6%,12.05,29.9,49%,常规回撤
LV1,光明乳业,600597,6.2,7.04,13.6%,5.88,29.7,49%,常规回撤
LV1,山高环能,000803,7.0,7.95,13.5%,6.4,33.3,49%,常规回撤
LV1,鑫源智造,600615,9.54,10.83,13.5%,8.86,35.6,49%,常规回撤
LV1,通宝能源,600780,6.0,6.81,13.5%,5.66,32.7,49%,常规回撤
LV1,华软科技,002453,4.78,5.42,13.5%,4.23,26.3,49%,常规回撤
LV1,凌霄泵业,002884,15.28,17.33,13.4%,14.78,32.5,49%,常规回撤
LV1,中国石化,600028,4.54,5.15,13.4%,4.34,32.1,49%,常规回撤
LV1,皖天然气,603689,7.08,8.03,13.4%,6.74,19.8,49%,常规回撤
LV1,良品铺子,603719,8.92,10.12,13.4%,8.41,36.8,49%,常规回撤
LV1,上海雅仕,603329,9.25,10.48,13.3%,8.69,23.9,49%,常规回撤
LV1,北大医药,000788,5.12,5.8,13.3%,4.7,39.8,49%,常规回撤
LV1,爱柯迪,600933,14.66,16.62,13.3%,13.99,36.1,49%,常规回撤
LV1,海澜之家,600398,5.36,6.07,13.2%,4.99,25.0,49%,常规回撤
LV1,老百姓,603883,11.29,12.77,13.2%,10.64,33.7,49%,常规回撤
LV1,连云港,601008,4.09,4.62,13.1%,3.9,21.6,49%,常规回撤
LV1,中储股份,600787,4.37,4.94,13.1%,4.03,37.9,49%,常规回撤
LV1,煌上煌,002695,10.26,11.6,13.1%,9.73,31.8,49%,常规回撤
LV1,市北高新,600604,4.1,4.64,13.1%,3.87,38.9,49%,常规回撤
LV1,大东方,600327,3.26,3.69,13.1%,2.99,36.5,49%,常规回撤
LV1,铁龙物流,600125,5.19,5.87,13.0%,4.96,27.1,49%,常规回撤
LV1,国新健康,000503,6.48,7.32,13.0%,5.97,30.6,49%,常规回撤
LV1,中新集团,601512,7.94,8.97,13.0%,7.55,29.7,49%,常规回撤
LV1,江山欧派,603208,11.16,12.62,13.0%,10.35,32.6,49%,常规回撤
LV1,利群股份,601366,3.36,3.79,12.9%,3.14,33.3,49%,常规回撤
LV1,深纺织Ａ,000045,10.29,11.6,12.7%,9.65,37.8,49%,常规回撤
LV1,华金资本,000532,11.15,12.57,12.7%,10.24,30.2,49%,常规回撤
LV1,国投丰乐,000713,5.42,6.1,12.5%,5.07,37.7,49%,常规回撤
LV1,新力金融,600318,6.35,7.15,12.5%,5.74,34.1,49%,常规回撤
LV1,天成自控,603085,10.99,12.35,12.4%,10.14,39.3,49%,常规回撤
LV1,康尼机电,603111,5.76,6.47,12.3%,5.53,25.5,49%,常规回撤
LV1,益民集团,600824,3.41,3.83,12.3%,3.18,30.8,49%,常规回撤
LV1,中铁工业,600528,6.72,7.54,12.2%,6.43,23.7,49%,常规回撤
LV1,山西焦煤,000983,5.99,6.71,12.1%,5.64,25.0,49%,常规回撤
LV1,开开实业,600272,10.54,11.8,12.0%,9.81,35.4,49%,常规回撤
LV1,建霖家居,603408,9.87,11.04,11.9%,9.37,30.9,49%,常规回撤
LV1,古越龙山,600059,7.51,8.39,11.7%,7.14,33.8,49%,常规回撤
LV1,长江传媒,600757,7.44,8.29,11.5%,7.11,34.0,49%,常规回撤
LV1,哈三联,002900,9.68,10.79,11.5%,8.9,37.4,49%,常规回撤
LV1,鲁  泰Ａ,000726,5.61,6.26,11.5%,5.27,34.5,49%,常规回撤
LV1,泰鸿万立,603210,13.81,15.37,11.3%,13.0,32.6,49%,常规回撤
LV1,航民股份,600987,6.17,6.87,11.3%,5.88,35.8,49%,常规回撤
LV1,方盛制药,603998,9.2,10.23,11.2%,8.65,39.9,49%,常规回撤
LV1,山东路桥,000498,4.84,5.38,11.1%,4.6,30.0,49%,常规回撤
LV1,威海广泰,002111,9.15,10.16,11.0%,8.57,36.6,49%,常规回撤
LV1,巨轮智能,002031,5.73,6.36,10.9%,5.23,34.5,49%,常规回撤
LV1,索宝蛋白,603231,15.03,16.63,10.6%,14.24,32.0,49%,常规回撤
LV1,罗普斯金,002333,4.76,5.26,10.5%,4.47,35.6,49%,常规回撤
LV1,友发集团,601686,4.91,5.42,10.3%,4.69,34.9,49%,常规回撤
LV1,伟星股份,002003,8.53,9.4,10.2%,8.12,36.4,49%,常规回撤
LV1,东华软件,002065,7.16,7.89,10.2%,6.74,30.6,49%,常规回撤
LV1,聚合顺,605166,9.73,10.72,10.2%,9.0,26.0,49%,常规回撤
LV1,派斯林,600215,5.97,6.57,10.1%,5.5,34.6,49%,常规回撤
LV1,地素时尚,603587,11.33,12.47,10.0%,10.76,30.5,49%,常规回撤
